"DISTRITO","UNIDADE","TRIMESTRE","VALOR","ESPECIALIDADE","AREA"
"Norte","CS CANASVIEIRAS","2016 Q3",473,"Médico",383
"Continente","CS ESTREITO","2016 Q3",818,"Médico",83
"Norte","CS INGLESES","2016 Q3",830,"Médico",433
"Centro","CS ITACORUBI","2016 Q3",499,"Médico",193
"Continente","CS MONTE CRISTO","2016 Q3",711,"Médico",43
"Sul","CS RIO TAVARES","2016 Q3",160,"Médico",293
"Norte","CS RIO VERMELHO","2016 Q3",864,"Médico",423
"Centro","CS SACO DOS LIMÕES","2016 Q3",182,"Médico",313
"Norte","CS SACO GRANDE","2016 Q3",820,"Médico",333
"Sul","CS TAPERA","2016 Q3",1030,"Médico",263
"Centro","CS TRINDADE","2016 Q3",575,"Médico",853
"Centro","CS SACO DOS LIMÕES","2016 Q3",6,"Médico",NA
"Norte","CS CANASVIEIRAS","2016 Q3",790,"Médico",384
"Norte","CS INGLESES","2016 Q3",685,"Médico",434
"Continente","CS MONTE CRISTO","2016 Q3",969,"Médico",44
"Norte","CS RIO VERMELHO","2016 Q3",614,"Médico",424
"Centro","CS SACO DOS LIMÕES","2016 Q3",96,"Médico",314
"Norte","CS SACO GRANDE","2016 Q3",888,"Médico",334
"Centro","CS TRINDADE","2016 Q3",424,"Médico",854
"Norte","CS INGLESES","2016 Q3",1200,"Médico",435
"Continente","CS MONTE CRISTO","2016 Q3",814,"Médico",45
"Norte","CS SACO GRANDE","2016 Q3",653,"Médico",335
"Centro","CS TRINDADE","2016 Q3",104,"Médico",NA
"Norte","CS INGLESES","2016 Q3",1133,"Médico",436
"Continente","CS MONTE CRISTO","2016 Q3",265,"Médico",46
"Norte","CS INGLESES","2016 Q3",331,"Médico",437
"Norte","CS INGLESES","2016 Q3",276,"Médico",438
"Continente","CS ABRAÃO","2016 Q4",575,"Médico",570
"Centro","CS AGRONÔMICA","2016 Q4",979,"Médico",690
"Sul","CS ALTO RIBEIRÃO","2016 Q4",1392,"Médico",210
"Sul","CS ARMAÇÃO","2016 Q4",919,"Médico",240
"Continente","CS BALNEÁRIO","2016 Q4",540,"Médico",20
"Norte","CS BARRA DA LAGOA","2016 Q4",787,"Médico",440
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4",892,"Médico",400
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q4",484,"Médico",200
"Sul","CS CAMPECHE","2016 Q4",906,"Médico",280
"Norte","CS CANASVIEIRAS","2016 Q4",696,"Médico",380
"Sul","CS CANTO DA LAGOA","2016 Q4",510,"Médico",450
"Continente","CS CAPOEIRAS","2016 Q4",784,"Médico",60
"Sul","CS CARIANOS","2016 Q4",687,"Médico",270
"Centro","CS CENTRO","2016 Q4",841,"Médico",950
"Continente","CS COLONINHA","2016 Q4",653,"Médico",70
"Continente","CS COQUEIROS","2016 Q4",624,"Médico",600
"Centro","CS CÓRREGO GRANDE","2016 Q4",573,"Médico",170
"Sul","CS COSTA DA LAGOA","2016 Q4",437,"Médico",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4",666,"Médico",300
"Continente","CS ESTREITO","2016 Q4",736,"Médico",80
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4",602,"Médico",780
"Centro","CS ITACORUBI","2016 Q4",627,"Médico",190
"Continente","CS JARDIM ATLÂNTICO","2016 Q4",508,"Médico",10
"Centro","CS JOÃO PAULO","2016 Q4",956,"Médico",320
"Norte","CS JURERE","2016 Q4",715,"Médico",390
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4",801,"Médico",470
"Continente","CS MONTE CRISTO","2016 Q4",927,"Médico",40
"Centro","CS MONTE SERRAT","2016 Q4",656,"Médico",120
"Sul","CS MORRO DAS PEDRAS","2016 Q4",588,"Médico",250
"Continente","CS NOVO CONTINENTE","2016 Q4",991,"Médico",100
"Centro","CS PANTANAL","2016 Q4",811,"Médico",160
"Sul","CS PANTANO DO SUL","2016 Q4",616,"Médico",230
"Norte","CS PONTA DAS CANAS","2016 Q4",755,"Médico",370
"Centro","CS PRAINHA","2016 Q4",324,"Médico",130
"Norte","CS RATONES","2016 Q4",616,"Médico",350
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4",351,"Médico",220
"Sul","CS RIO TAVARES","2016 Q4",867,"Médico",290
"Norte","CS RIO VERMELHO","2016 Q4",1021,"Médico",420
"Centro","CS SACO DOS LIMÕES","2016 Q4",524,"Médico",310
"Norte","CS SACO GRANDE","2016 Q4",876,"Médico",330
"Norte","CS SANTINHO","2016 Q4",833,"Médico",980
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4",712,"Médico",360
"Continente","CS SAPE","2016 Q4",473,"Médico",30
"Sul","CS TAPERA","2016 Q4",1124,"Médico",260
"Centro","CS TRINDADE","2016 Q4",556,"Médico",850
"Norte","CS VARGEM GRANDE","2016 Q4",807,"Médico",410
"Norte","CS VARGEM PEQUENA","2016 Q4",543,"Médico",340
"Continente","CS VILA APARECIDA","2016 Q4",565,"Médico",90
"Continente","CS ABRAÃO","2016 Q4",412,"Médico",571
"Centro","CS AGRONÔMICA","2016 Q4",642,"Médico",691
"Sul","CS ARMAÇÃO","2016 Q4",604,"Médico",241
"Continente","CS BALNEÁRIO","2016 Q4",643,"Médico",21
"Norte","CS BARRA DA LAGOA","2016 Q4",620,"Médico",441
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4",621,"Médico",401
"Sul","CS CAMPECHE","2016 Q4",797,"Médico",281
"Norte","CS CANASVIEIRAS","2016 Q4",789,"Médico",381
"Continente","CS CAPOEIRAS","2016 Q4",595,"Médico",61
"Sul","CS CARIANOS","2016 Q4",885,"Médico",271
"Centro","CS CENTRO","2016 Q4",379,"Médico",951
"Continente","CS COLONINHA","2016 Q4",676,"Médico",71
"Continente","CS COQUEIROS","2016 Q4",726,"Médico",601
"Centro","CS CÓRREGO GRANDE","2016 Q4",475,"Médico",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4",848,"Médico",301
"Continente","CS ESTREITO","2016 Q4",633,"Médico",81
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4",859,"Médico",781
"Norte","CS INGLESES","2016 Q4",730,"Médico",431
"Centro","CS ITACORUBI","2016 Q4",703,"Médico",191
"Continente","CS JARDIM ATLÂNTICO","2016 Q4",449,"Médico",11
"Centro","CS JOÃO PAULO","2016 Q4",658,"Médico",321
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4",534,"Médico",471
"Continente","CS MONTE CRISTO","2016 Q4",603,"Médico",41
"Centro","CS MONTE SERRAT","2016 Q4",455,"Médico",121
"Sul","CS MORRO DAS PEDRAS","2016 Q4",707,"Médico",251
"Continente","CS NOVO CONTINENTE","2016 Q4",503,"Médico",101
"Centro","CS PANTANAL","2016 Q4",625,"Médico",161
"Norte","CS PONTA DAS CANAS","2016 Q4",329,"Médico",371
"Centro","CS PRAINHA","2016 Q4",394,"Médico",131
"Norte","CS RATONES","2016 Q4",298,"Médico",351
"Sul","CS RIO TAVARES","2016 Q4",609,"Médico",291
"Norte","CS RIO VERMELHO","2016 Q4",1008,"Médico",421
"Centro","CS SACO DOS LIMÕES","2016 Q4",721,"Médico",311
"Norte","CS SACO GRANDE","2016 Q4",1073,"Médico",331
"Norte","CS SANTINHO","2016 Q4",926,"Médico",981
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4",716,"Médico",361
"Continente","CS SAPE","2016 Q4",462,"Médico",31
"Sul","CS TAPERA","2016 Q4",806,"Médico",261
"Centro","CS TRINDADE","2016 Q4",507,"Médico",851
"Norte","CS VARGEM GRANDE","2016 Q4",2,"Médico",NA
"Continente","CS VILA APARECIDA","2016 Q4",341,"Médico",91
"Continente","CS ABRAÃO","2016 Q4",350,"Médico",572
"Centro","CS AGRONÔMICA","2016 Q4",675,"Médico",692
"Sul","CS ARMAÇÃO","2016 Q4",163,"Médico",242
"Norte","CS BARRA DA LAGOA","2016 Q4",249,"Médico",442
"Norte","CS CANASVIEIRAS","2016 Q4",846,"Médico",382
"Continente","CS CAPOEIRAS","2016 Q4",596,"Médico",62
"Sul","CS CARIANOS","2016 Q4",81,"Médico",272
"Centro","CS CENTRO","2016 Q4",517,"Médico",952
"Continente","CS COLONINHA","2016 Q4",485,"Médico",72
"Continente","CS COQUEIROS","2016 Q4",780,"Médico",602
"Centro","CS CÓRREGO GRANDE","2016 Q4",233,"Médico",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4",662,"Médico",302
"Continente","CS ESTREITO","2016 Q4",651,"Médico",82
"Norte","CS INGLESES","2016 Q4",871,"Médico",432
"Centro","CS ITACORUBI","2016 Q4",641,"Médico",192
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4",702,"Médico",472
"Continente","CS MONTE CRISTO","2016 Q4",500,"Médico",42
"Centro","CS MONTE SERRAT","2016 Q4",626,"Médico",122
"Continente","CS NOVO CONTINENTE","2016 Q4",736,"Médico",102
"Centro","CS PRAINHA","2016 Q4",514,"Médico",132
"Sul","CS RIO TAVARES","2016 Q4",246,"Médico",292
"Norte","CS RIO VERMELHO","2016 Q4",675,"Médico",422
"Centro","CS SACO DOS LIMÕES","2016 Q4",803,"Médico",312
"Norte","CS SACO GRANDE","2016 Q4",674,"Médico",332
"Sul","CS TAPERA","2016 Q4",820,"Médico",262
"Centro","CS TRINDADE","2016 Q4",582,"Médico",852
"Centro","CS AGRONÔMICA","2016 Q4",933,"Médico",693
"Norte","CS CANASVIEIRAS","2016 Q4",565,"Médico",383
"Continente","CS ESTREITO","2016 Q4",612,"Médico",83
"Norte","CS INGLESES","2016 Q4",742,"Médico",433
"Centro","CS ITACORUBI","2016 Q4",472,"Médico",193
"Continente","CS MONTE CRISTO","2016 Q4",723,"Médico",43
"Sul","CS RIO TAVARES","2016 Q4",140,"Médico",293
"Norte","CS RIO VERMELHO","2016 Q4",860,"Médico",423
"Centro","CS SACO DOS LIMÕES","2016 Q4",188,"Médico",313
"Norte","CS SACO GRANDE","2016 Q4",872,"Médico",333
"Sul","CS TAPERA","2016 Q4",721,"Médico",263
"Centro","CS TRINDADE","2016 Q4",617,"Médico",853
"Centro","CS SACO DOS LIMÕES","2016 Q4",5,"Médico",NA
"Norte","CS CANASVIEIRAS","2016 Q4",719,"Médico",384
"Norte","CS INGLESES","2016 Q4",566,"Médico",434
"Continente","CS MONTE CRISTO","2016 Q4",895,"Médico",44
"Norte","CS RIO VERMELHO","2016 Q4",529,"Médico",424
"Centro","CS SACO DOS LIMÕES","2016 Q4",124,"Médico",314
"Norte","CS SACO GRANDE","2016 Q4",790,"Médico",334
"Centro","CS TRINDADE","2016 Q4",375,"Médico",854
"Norte","CS INGLESES","2016 Q4",1113,"Médico",435
"Continente","CS MONTE CRISTO","2016 Q4",720,"Médico",45
"Norte","CS SACO GRANDE","2016 Q4",716,"Médico",335
"Centro","CS TRINDADE","2016 Q4",94,"Médico",NA
"Norte","CS INGLESES","2016 Q4",934,"Médico",436
"Continente","CS MONTE CRISTO","2016 Q4",288,"Médico",46
"Norte","CS INGLESES","2016 Q4",266,"Médico",437
"Norte","CS INGLESES","2016 Q4",236,"Médico",438
"Continente","CS ABRAÃO","2017 Q1",437,"Médico",570
"Centro","CS AGRONÔMICA","2017 Q1",504,"Médico",690
"Sul","CS ALTO RIBEIRÃO","2017 Q1",930,"Médico",210
"Sul","CS ARMAÇÃO","2017 Q1",798,"Médico",240
"Continente","CS BALNEÁRIO","2017 Q1",426,"Médico",20
"Norte","CS BARRA DA LAGOA","2017 Q1",314,"Médico",440
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1",606,"Médico",400
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q1",320,"Médico",200
"Sul","CS CAMPECHE","2017 Q1",719,"Médico",280
"Norte","CS CANASVIEIRAS","2017 Q1",488,"Médico",380
"Sul","CS CANTO DA LAGOA","2017 Q1",339,"Médico",450
"Continente","CS CAPOEIRAS","2017 Q1",531,"Médico",60
"Sul","CS CARIANOS","2017 Q1",461,"Médico",270
"Centro","CS CENTRO","2017 Q1",588,"Médico",950
"Continente","CS COLONINHA","2017 Q1",424,"Médico",70
"Continente","CS COQUEIROS","2017 Q1",482,"Médico",600
"Centro","CS CÓRREGO GRANDE","2017 Q1",424,"Médico",170
"Sul","CS COSTA DA LAGOA","2017 Q1",219,"Médico",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1",402,"Médico",300
"Continente","CS ESTREITO","2017 Q1",529,"Médico",80
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1",388,"Médico",780
"Centro","CS ITACORUBI","2017 Q1",407,"Médico",190
"Continente","CS JARDIM ATLÂNTICO","2017 Q1",355,"Médico",10
"Centro","CS JOÃO PAULO","2017 Q1",900,"Médico",320
"Norte","CS JURERE","2017 Q1",459,"Médico",390
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1",526,"Médico",470
"Continente","CS MONTE CRISTO","2017 Q1",650,"Médico",40
"Centro","CS MONTE SERRAT","2017 Q1",426,"Médico",120
"Sul","CS MORRO DAS PEDRAS","2017 Q1",474,"Médico",250
"Continente","CS NOVO CONTINENTE","2017 Q1",686,"Médico",100
"Centro","CS PANTANAL","2017 Q1",490,"Médico",160
"Sul","CS PANTANO DO SUL","2017 Q1",736,"Médico",230
"Norte","CS PONTA DAS CANAS","2017 Q1",369,"Médico",370
"Centro","CS PRAINHA","2017 Q1",367,"Médico",130
"Norte","CS RATONES","2017 Q1",410,"Médico",350
"Sul","CS RIBEIRÃO DA ILHA","2017 Q1",325,"Médico",220
"Sul","CS RIO TAVARES","2017 Q1",364,"Médico",290
"Norte","CS RIO VERMELHO","2017 Q1",968,"Médico",420
"Centro","CS SACO DOS LIMÕES","2017 Q1",418,"Médico",310
"Norte","CS SACO GRANDE","2017 Q1",847,"Médico",330
"Norte","CS SANTINHO","2017 Q1",447,"Médico",980
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1",600,"Médico",360
"Continente","CS SAPE","2017 Q1",331,"Médico",30
"Sul","CS TAPERA","2017 Q1",962,"Médico",260
"Centro","CS TRINDADE","2017 Q1",402,"Médico",850
"Norte","CS VARGEM GRANDE","2017 Q1",560,"Médico",410
"Norte","CS VARGEM PEQUENA","2017 Q1",331,"Médico",340
"Continente","CS VILA APARECIDA","2017 Q1",403,"Médico",90
"Continente","CS ABRAÃO","2017 Q1",344,"Médico",571
"Centro","CS AGRONÔMICA","2017 Q1",618,"Médico",691
"Sul","CS ARMAÇÃO","2017 Q1",563,"Médico",241
"Continente","CS BALNEÁRIO","2017 Q1",445,"Médico",21
"Norte","CS BARRA DA LAGOA","2017 Q1",321,"Médico",441
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1",434,"Médico",401
"Sul","CS CAMPECHE","2017 Q1",655,"Médico",281
"Norte","CS CANASVIEIRAS","2017 Q1",484,"Médico",381
"Continente","CS CAPOEIRAS","2017 Q1",410,"Médico",61
"Sul","CS CARIANOS","2017 Q1",587,"Médico",271
"Centro","CS CENTRO","2017 Q1",299,"Médico",951
"Continente","CS COLONINHA","2017 Q1",522,"Médico",71
"Continente","CS COQUEIROS","2017 Q1",582,"Médico",601
"Centro","CS CÓRREGO GRANDE","2017 Q1",323,"Médico",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1",635,"Médico",301
"Continente","CS ESTREITO","2017 Q1",415,"Médico",81
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1",661,"Médico",781
"Norte","CS INGLESES","2017 Q1",535,"Médico",431
"Centro","CS ITACORUBI","2017 Q1",333,"Médico",191
"Continente","CS JARDIM ATLÂNTICO","2017 Q1",350,"Médico",11
"Centro","CS JOÃO PAULO","2017 Q1",558,"Médico",321
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1",511,"Médico",471
"Continente","CS MONTE CRISTO","2017 Q1",437,"Médico",41
"Centro","CS MONTE SERRAT","2017 Q1",296,"Médico",121
"Sul","CS MORRO DAS PEDRAS","2017 Q1",416,"Médico",251
"Continente","CS NOVO CONTINENTE","2017 Q1",381,"Médico",101
"Centro","CS PANTANAL","2017 Q1",515,"Médico",161
"Norte","CS PONTA DAS CANAS","2017 Q1",219,"Médico",371
"Centro","CS PRAINHA","2017 Q1",245,"Médico",131
"Norte","CS RATONES","2017 Q1",182,"Médico",351
"Sul","CS RIO TAVARES","2017 Q1",274,"Médico",291
"Norte","CS RIO VERMELHO","2017 Q1",864,"Médico",421
"Centro","CS SACO DOS LIMÕES","2017 Q1",529,"Médico",311
"Norte","CS SACO GRANDE","2017 Q1",905,"Médico",331
"Norte","CS SANTINHO","2017 Q1",561,"Médico",981
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1",517,"Médico",361
"Continente","CS SAPE","2017 Q1",330,"Médico",31
"Sul","CS TAPERA","2017 Q1",572,"Médico",261
"Centro","CS TRINDADE","2017 Q1",417,"Médico",851
"Norte","CS VARGEM GRANDE","2017 Q1",2,"Médico",NA
"Continente","CS VILA APARECIDA","2017 Q1",275,"Médico",91
"Continente","CS ABRAÃO","2017 Q1",211,"Médico",572
"Centro","CS AGRONÔMICA","2017 Q1",542,"Médico",692
"Sul","CS ARMAÇÃO","2017 Q1",125,"Médico",242
"Norte","CS BARRA DA LAGOA","2017 Q1",107,"Médico",442
"Norte","CS CANASVIEIRAS","2017 Q1",547,"Médico",382
"Continente","CS CAPOEIRAS","2017 Q1",486,"Médico",62
"Sul","CS CARIANOS","2017 Q1",63,"Médico",272
"Centro","CS CENTRO","2017 Q1",377,"Médico",952
"Continente","CS COLONINHA","2017 Q1",441,"Médico",72
"Continente","CS COQUEIROS","2017 Q1",550,"Médico",602
"Centro","CS CÓRREGO GRANDE","2017 Q1",163,"Médico",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1",464,"Médico",302
"Continente","CS ESTREITO","2017 Q1",356,"Médico",82
"Norte","CS INGLESES","2017 Q1",658,"Médico",432
"Centro","CS ITACORUBI","2017 Q1",446,"Médico",192
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1",477,"Médico",472
"Continente","CS MONTE CRISTO","2017 Q1",338,"Médico",42
"Centro","CS MONTE SERRAT","2017 Q1",436,"Médico",122
"Continente","CS NOVO CONTINENTE","2017 Q1",497,"Médico",102
"Centro","CS PRAINHA","2017 Q1",434,"Médico",132
"Sul","CS RIO TAVARES","2017 Q1",119,"Médico",292
"Norte","CS RIO VERMELHO","2017 Q1",600,"Médico",422
"Centro","CS SACO DOS LIMÕES","2017 Q1",636,"Médico",312
"Norte","CS SACO GRANDE","2017 Q1",739,"Médico",332
"Sul","CS TAPERA","2017 Q1",747,"Médico",262
"Centro","CS TRINDADE","2017 Q1",400,"Médico",852
"Centro","CS AGRONÔMICA","2017 Q1",788,"Médico",693
"Norte","CS CANASVIEIRAS","2017 Q1",306,"Médico",383
"Continente","CS ESTREITO","2017 Q1",565,"Médico",83
"Norte","CS INGLESES","2017 Q1",568,"Médico",433
"Centro","CS ITACORUBI","2017 Q1",244,"Médico",193
"Continente","CS MONTE CRISTO","2017 Q1",523,"Médico",43
"Sul","CS RIO TAVARES","2017 Q1",46,"Médico",293
"Norte","CS RIO VERMELHO","2017 Q1",572,"Médico",423
"Centro","CS SACO DOS LIMÕES","2017 Q1",132,"Médico",313
"Norte","CS SACO GRANDE","2017 Q1",596,"Médico",333
"Sul","CS TAPERA","2017 Q1",853,"Médico",263
"Centro","CS TRINDADE","2017 Q1",391,"Médico",853
"Centro","CS SACO DOS LIMÕES","2017 Q1",1,"Médico",NA
"Norte","CS CANASVIEIRAS","2017 Q1",560,"Médico",384
"Norte","CS INGLESES","2017 Q1",334,"Médico",434
"Continente","CS MONTE CRISTO","2017 Q1",374,"Médico",44
"Norte","CS RIO VERMELHO","2017 Q1",430,"Médico",424
"Centro","CS SACO DOS LIMÕES","2017 Q1",92,"Médico",314
"Norte","CS SACO GRANDE","2017 Q1",721,"Médico",334
"Centro","CS TRINDADE","2017 Q1",282,"Médico",854
"Norte","CS INGLESES","2017 Q1",781,"Médico",435
"Continente","CS MONTE CRISTO","2017 Q1",514,"Médico",45
"Norte","CS SACO GRANDE","2017 Q1",639,"Médico",335
"Centro","CS TRINDADE","2017 Q1",67,"Médico",NA
"Norte","CS INGLESES","2017 Q1",743,"Médico",436
"Continente","CS MONTE CRISTO","2017 Q1",167,"Médico",46
"Norte","CS INGLESES","2017 Q1",192,"Médico",437
"Norte","CS INGLESES","2017 Q1",153,"Médico",438
"Continente","CS ABRAÃO","2017 Q2",739,"Médico",570
"Centro","CS AGRONÔMICA","2017 Q2",732,"Médico",690
"Sul","CS ALTO RIBEIRÃO","2017 Q2",842,"Médico",210
"Sul","CS ARMAÇÃO","2017 Q2",1021,"Médico",240
"Continente","CS BALNEÁRIO","2017 Q2",607,"Médico",20
"Norte","CS BARRA DA LAGOA","2017 Q2",657,"Médico",440
"Norte","CS CACHOEIRA BOM JESUS","2017 Q2",819,"Médico",400
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q2",756,"Médico",200
"Sul","CS CAMPECHE","2017 Q2",871,"Médico",280
"Norte","CS CANASVIEIRAS","2017 Q2",674,"Médico",380
"Sul","CS CANTO DA LAGOA","2017 Q2",532,"Médico",450
"Continente","CS CAPOEIRAS","2017 Q2",781,"Médico",60
"Sul","CS CARIANOS","2017 Q2",828,"Médico",270
"Centro","CS CENTRO","2017 Q2",924,"Médico",950
"Continente","CS COLONINHA","2017 Q2",646,"Médico",70
"Continente","CS COQUEIROS","2017 Q2",614,"Médico",600
"Centro","CS CÓRREGO GRANDE","2017 Q2",683,"Médico",170
"Sul","CS COSTA DA LAGOA","2017 Q2",576,"Médico",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q2",564,"Médico",300
"Continente","CS ESTREITO","2017 Q2",684,"Médico",80
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q2",507,"Médico",780
"Centro","CS ITACORUBI","2017 Q2",520,"Médico",190
"Continente","CS JARDIM ATLÂNTICO","2017 Q2",274,"Médico",10
"Centro","CS JOÃO PAULO","2017 Q2",1149,"Médico",320
"Norte","CS JURERE","2017 Q2",761,"Médico",390
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q2",775,"Médico",470
"Continente","CS MONTE CRISTO","2017 Q2",920,"Médico",40
"Centro","CS MONTE SERRAT","2017 Q2",643,"Médico",120
"Sul","CS MORRO DAS PEDRAS","2017 Q2",550,"Médico",250
"Continente","CS NOVO CONTINENTE","2017 Q2",935,"Médico",100
"Centro","CS PANTANAL","2017 Q2",580,"Médico",160
"Sul","CS PANTANO DO SUL","2017 Q2",992,"Médico",230
"Norte","CS PONTA DAS CANAS","2017 Q2",781,"Médico",370
"Centro","CS PRAINHA","2017 Q2",676,"Médico",130
"Norte","CS RATONES","2017 Q2",631,"Médico",350
"Sul","CS RIBEIRÃO DA ILHA","2017 Q2",643,"Médico",220
"Sul","CS RIO TAVARES","2017 Q2",695,"Médico",290
"Norte","CS RIO VERMELHO","2017 Q2",1225,"Médico",420
"Centro","CS SACO DOS LIMÕES","2017 Q2",563,"Médico",310
"Norte","CS SACO GRANDE","2017 Q2",1177,"Médico",330
"Norte","CS SANTINHO","2017 Q2",834,"Médico",980
"Norte","CS SANTO ANTONIO LISBOA","2017 Q2",734,"Médico",360
"Continente","CS SAPE","2017 Q2",356,"Médico",30
"Sul","CS TAPERA","2017 Q2",1254,"Médico",260
"Centro","CS TRINDADE","2017 Q2",654,"Médico",850
"Norte","CS VARGEM GRANDE","2017 Q2",826,"Médico",410
"Norte","CS VARGEM PEQUENA","2017 Q2",695,"Médico",340
"Continente","CS VILA APARECIDA","2017 Q2",321,"Médico",90
"Continente","CS ABRAÃO","2017 Q2",601,"Médico",571
"Centro","CS AGRONÔMICA","2017 Q2",854,"Médico",691
"Sul","CS ARMAÇÃO","2017 Q2",706,"Médico",241
"Continente","CS BALNEÁRIO","2017 Q2",766,"Médico",21
"Norte","CS BARRA DA LAGOA","2017 Q2",778,"Médico",441
"Norte","CS CACHOEIRA BOM JESUS","2017 Q2",693,"Médico",401
"Sul","CS CAMPECHE","2017 Q2",867,"Médico",281
"Norte","CS CANASVIEIRAS","2017 Q2",839,"Médico",381
"Continente","CS CAPOEIRAS","2017 Q2",498,"Médico",61
"Sul","CS CARIANOS","2017 Q2",1144,"Médico",271
"Centro","CS CENTRO","2017 Q2",436,"Médico",951
"Continente","CS COLONINHA","2017 Q2",686,"Médico",71
"Continente","CS COQUEIROS","2017 Q2",619,"Médico",601
"Centro","CS CÓRREGO GRANDE","2017 Q2",465,"Médico",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q2",1059,"Médico",301
"Continente","CS ESTREITO","2017 Q2",664,"Médico",81
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q2",769,"Médico",781
"Norte","CS INGLESES","2017 Q2",804,"Médico",431
"Centro","CS ITACORUBI","2017 Q2",690,"Médico",191
"Continente","CS JARDIM ATLÂNTICO","2017 Q2",346,"Médico",11
"Centro","CS JOÃO PAULO","2017 Q2",730,"Médico",321
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q2",623,"Médico",471
"Continente","CS MONTE CRISTO","2017 Q2",557,"Médico",41
"Centro","CS MONTE SERRAT","2017 Q2",416,"Médico",121
"Sul","CS MORRO DAS PEDRAS","2017 Q2",570,"Médico",251
"Continente","CS NOVO CONTINENTE","2017 Q2",593,"Médico",101
"Centro","CS PANTANAL","2017 Q2",812,"Médico",161
"Norte","CS PONTA DAS CANAS","2017 Q2",400,"Médico",371
"Centro","CS PRAINHA","2017 Q2",297,"Médico",131
"Norte","CS RATONES","2017 Q2",257,"Médico",351
"Sul","CS RIO TAVARES","2017 Q2",524,"Médico",291
"Norte","CS RIO VERMELHO","2017 Q2",939,"Médico",421
"Centro","CS SACO DOS LIMÕES","2017 Q2",652,"Médico",311
"Norte","CS SACO GRANDE","2017 Q2",1397,"Médico",331
"Norte","CS SANTINHO","2017 Q2",1032,"Médico",981
"Norte","CS SANTO ANTONIO LISBOA","2017 Q2",957,"Médico",361
"Continente","CS SAPE","2017 Q2",367,"Médico",31
"Sul","CS TAPERA","2017 Q2",1003,"Médico",261
"Centro","CS TRINDADE","2017 Q2",544,"Médico",851
"Norte","CS VARGEM GRANDE","2017 Q2",2,"Médico",NA
"Continente","CS VILA APARECIDA","2017 Q2",199,"Médico",91
"Continente","CS ABRAÃO","2017 Q2",500,"Médico",572
"Centro","CS AGRONÔMICA","2017 Q2",599,"Médico",692
"Sul","CS ARMAÇÃO","2017 Q2",144,"Médico",242
"Norte","CS BARRA DA LAGOA","2017 Q2",222,"Médico",442
"Norte","CS CANASVIEIRAS","2017 Q2",873,"Médico",382
"Continente","CS CAPOEIRAS","2017 Q2",619,"Médico",62
