"DISTRITO","UNIDADE","TRIMESTRE","ESPECIALIDADE","VALOR"
"Norte","CS CACHOEIRA BOM JESUS","2015 Q1","Médico",1468
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q1","Médico",339
"Sul","CS CAMPECHE","2015 Q1","Médico",1198
"Norte","CS CANASVIEIRAS","2015 Q1","Médico",2809
"Sul","CS CANTO DA LAGOA","2015 Q1","Médico",606
"Continente","CS CAPOEIRAS","2015 Q1","Médico",1569
"Sul","CS CARIANOS","2015 Q1","Médico",1107
"Centro","CS CENTRO","2015 Q1","Médico",1471
"Continente","CS COLONINHA","2015 Q1","Médico",1627
"Continente","CS COQUEIROS","2015 Q1","Médico",1669
"Centro","CS CÓRREGO GRANDE","2015 Q1","Médico",1283
"Sul","CS COSTA DA LAGOA","2015 Q1","Médico",497
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q1","Médico",2344
"Continente","CS ESTREITO","2015 Q1","Médico",1835
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q1","Médico",1461
"Norte","CS INGLESES","2015 Q1","Médico",5300
"Centro","CS ITACORUBI","2015 Q1","Médico",2410
"Continente","CS JARDIM ATLÂNTICO","2015 Q1","Médico",522
"Centro","CS JOÃO PAULO","2015 Q1","Médico",1779
"Norte","CS JURERE","2015 Q1","Médico",777
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q1","Médico",2126
"Continente","CS MONTE CRISTO","2015 Q1","Médico",4335
"Centro","CS MONTE SERRAT","2015 Q1","Médico",1419
"Sul","CS MORRO DAS PEDRAS","2015 Q1","Médico",1440
"Continente","CS NOVO CONTINENTE","2015 Q1","Médico",1242
"Centro","CS PANTANAL","2015 Q1","Médico",1009
"Sul","CS PANTANO DO SUL","2015 Q1","Médico",973
"Norte","CS PONTA DAS CANAS","2015 Q1","Médico",1121
"Centro","CS PRAINHA","2015 Q1","Médico",1247
"Norte","CS RATONES","2015 Q1","Médico",885
"Sul","CS RIBEIRÃO DA ILHA","2015 Q1","Médico",463
"Sul","CS RIO TAVARES","2015 Q1","Médico",1698
"Norte","CS RIO VERMELHO","2015 Q1","Médico",3874
"Centro","CS SACO DOS LIMÕES","2015 Q1","Médico",2170
"Norte","CS SACO GRANDE","2015 Q1","Médico",5459
"Norte","CS SANTINHO","2015 Q1","Médico",1364
"Norte","CS SANTO ANTONIO LISBOA","2015 Q1","Médico",1667
"Continente","CS SAPE","2015 Q1","Médico",1184
"Sul","CS TAPERA","2015 Q1","Médico",4237
"Centro","CS TRINDADE","2015 Q1","Médico",2897
"Norte","CS VARGEM GRANDE","2015 Q1","Médico",262
"Norte","CS VARGEM PEQUENA","2015 Q1","Médico",623
"Continente","CS VILA APARECIDA","2015 Q1","Médico",529
"Continente","CS ABRAÃO","2015 Q2","Médico",1195
"Centro","CS AGRONÔMICA","2015 Q2","Médico",2684
"Sul","CS ALTO RIBEIRÃO","2015 Q2","Médico",1268
"Sul","CS ARMAÇÃO","2015 Q2","Médico",1774
"Continente","CS BALNEÁRIO","2015 Q2","Médico",1176
"Norte","CS BARRA DA LAGOA","2015 Q2","Médico",1415
"Norte","CS CACHOEIRA BOM JESUS","2015 Q2","Médico",1568
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q2","Médico",510
"Sul","CS CAMPECHE","2015 Q2","Médico",1451
"Norte","CS CANASVIEIRAS","2015 Q2","Médico",2534
"Sul","CS CANTO DA LAGOA","2015 Q2","Médico",677
"Continente","CS CAPOEIRAS","2015 Q2","Médico",1866
"Sul","CS CARIANOS","2015 Q2","Médico",1359
"Centro","CS CENTRO","2015 Q2","Médico",1690
"Continente","CS COLONINHA","2015 Q2","Médico",1687
"Continente","CS COQUEIROS","2015 Q2","Médico",1783
"Centro","CS CÓRREGO GRANDE","2015 Q2","Médico",1317
"Sul","CS COSTA DA LAGOA","2015 Q2","Médico",546
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q2","Médico",2220
"Continente","CS ESTREITO","2015 Q2","Médico",2161
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q2","Médico",1496
"Norte","CS INGLESES","2015 Q2","Médico",5411
"Centro","CS ITACORUBI","2015 Q2","Médico",1643
"Continente","CS JARDIM ATLÂNTICO","2015 Q2","Médico",639
"Centro","CS JOÃO PAULO","2015 Q2","Médico",1866
"Norte","CS JURERE","2015 Q2","Médico",557
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q2","Médico",1797
"Continente","CS MONTE CRISTO","2015 Q2","Médico",4491
"Centro","CS MONTE SERRAT","2015 Q2","Médico",1512
"Sul","CS MORRO DAS PEDRAS","2015 Q2","Médico",1169
"Continente","CS NOVO CONTINENTE","2015 Q2","Médico",1237
"Centro","CS PANTANAL","2015 Q2","Médico",1048
"Sul","CS PANTANO DO SUL","2015 Q2","Médico",869
"Norte","CS PONTA DAS CANAS","2015 Q2","Médico",1029
"Centro","CS PRAINHA","2015 Q2","Médico",1363
"Norte","CS RATONES","2015 Q2","Médico",619
"Sul","CS RIBEIRÃO DA ILHA","2015 Q2","Médico",534
"Sul","CS RIO TAVARES","2015 Q2","Médico",2101
"Norte","CS RIO VERMELHO","2015 Q2","Médico",3416
"Centro","CS SACO DOS LIMÕES","2015 Q2","Médico",1779
"Norte","CS SACO GRANDE","2015 Q2","Médico",5583
"Norte","CS SANTINHO","2015 Q2","Médico",1197
"Norte","CS SANTO ANTONIO LISBOA","2015 Q2","Médico",1773
"Continente","CS SAPE","2015 Q2","Médico",1051
"Sul","CS TAPERA","2015 Q2","Médico",3605
"Centro","CS TRINDADE","2015 Q2","Médico",2497
"Norte","CS VARGEM GRANDE","2015 Q2","Médico",240
"Norte","CS VARGEM PEQUENA","2015 Q2","Médico",546
"Continente","CS VILA APARECIDA","2015 Q2","Médico",865
"Continente","CS ABRAÃO","2015 Q3","Médico",1515
"Centro","CS AGRONÔMICA","2015 Q3","Médico",3456
"Sul","CS ALTO RIBEIRÃO","2015 Q3","Médico",1331
"Sul","CS ARMAÇÃO","2015 Q3","Médico",1799
"Continente","CS BALNEÁRIO","2015 Q3","Médico",1134
"Norte","CS BARRA DA LAGOA","2015 Q3","Médico",1735
"Norte","CS CACHOEIRA BOM JESUS","2015 Q3","Médico",1746
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q3","Médico",616
"Sul","CS CAMPECHE","2015 Q3","Médico",1739
"Norte","CS CANASVIEIRAS","2015 Q3","Médico",3399
"Sul","CS CANTO DA LAGOA","2015 Q3","Médico",562
"Continente","CS CAPOEIRAS","2015 Q3","Médico",2250
"Sul","CS CARIANOS","2015 Q3","Médico",1554
"Centro","CS CENTRO","2015 Q3","Médico",2007
"Continente","CS COLONINHA","2015 Q3","Médico",2347
"Continente","CS COQUEIROS","2015 Q3","Médico",2144
"Centro","CS CÓRREGO GRANDE","2015 Q3","Médico",1480
"Sul","CS COSTA DA LAGOA","2015 Q3","Médico",423
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q3","Médico",2549
"Continente","CS ESTREITO","2015 Q3","Médico",2682
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q3","Médico",1486
"Norte","CS INGLESES","2015 Q3","Médico",6515
"Centro","CS ITACORUBI","2015 Q3","Médico",2313
"Continente","CS JARDIM ATLÂNTICO","2015 Q3","Médico",742
"Centro","CS JOÃO PAULO","2015 Q3","Médico",1956
"Norte","CS JURERE","2015 Q3","Médico",722
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q3","Médico",2215
"Continente","CS MONTE CRISTO","2015 Q3","Médico",5327
"Centro","CS MONTE SERRAT","2015 Q3","Médico",1841
"Sul","CS MORRO DAS PEDRAS","2015 Q3","Médico",1160
"Continente","CS NOVO CONTINENTE","2015 Q3","Médico",1642
"Centro","CS PANTANAL","2015 Q3","Médico",1198
"Sul","CS PANTANO DO SUL","2015 Q3","Médico",918
"Norte","CS PONTA DAS CANAS","2015 Q3","Médico",1297
"Centro","CS PRAINHA","2015 Q3","Médico",1886
"Norte","CS RATONES","2015 Q3","Médico",999
"Sul","CS RIBEIRÃO DA ILHA","2015 Q3","Médico",798
"Sul","CS RIO TAVARES","2015 Q3","Médico",2827
"Norte","CS RIO VERMELHO","2015 Q3","Médico",3611
"Centro","CS SACO DOS LIMÕES","2015 Q3","Médico",2406
"Norte","CS SACO GRANDE","2015 Q3","Médico",6277
"Norte","CS SANTINHO","2015 Q3","Médico",1537
"Norte","CS SANTO ANTONIO LISBOA","2015 Q3","Médico",2023
"Continente","CS SAPE","2015 Q3","Médico",1155
"Sul","CS TAPERA","2015 Q3","Médico",4634
"Centro","CS TRINDADE","2015 Q3","Médico",3164
"Norte","CS VARGEM GRANDE","2015 Q3","Médico",140
"Norte","CS VARGEM PEQUENA","2015 Q3","Médico",661
"Continente","CS VILA APARECIDA","2015 Q3","Médico",1017
"Continente","CS ABRAÃO","2015 Q4","Médico",1542
"Centro","CS AGRONÔMICA","2015 Q4","Médico",2609
"Sul","CS ALTO RIBEIRÃO","2015 Q4","Médico",1215
"Sul","CS ARMAÇÃO","2015 Q4","Médico",1736
"Continente","CS BALNEÁRIO","2015 Q4","Médico",1085
"Norte","CS BARRA DA LAGOA","2015 Q4","Médico",1405
"Norte","CS CACHOEIRA BOM JESUS","2015 Q4","Médico",1434
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q4","Médico",577
"Sul","CS CAMPECHE","2015 Q4","Médico",1234
"Norte","CS CANASVIEIRAS","2015 Q4","Médico",2902
"Sul","CS CANTO DA LAGOA","2015 Q4","Médico",553
"Continente","CS CAPOEIRAS","2015 Q4","Médico",2059
"Sul","CS CARIANOS","2015 Q4","Médico",1416
"Centro","CS CENTRO","2015 Q4","Médico",1828
"Continente","CS COLONINHA","2015 Q4","Médico",1763
"Continente","CS COQUEIROS","2015 Q4","Médico",1963
"Centro","CS CÓRREGO GRANDE","2015 Q4","Médico",1290
"Sul","CS COSTA DA LAGOA","2015 Q4","Médico",499
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q4","Médico",1936
"Continente","CS ESTREITO","2015 Q4","Médico",2725
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q4","Médico",1557
"Norte","CS INGLESES","2015 Q4","Médico",5049
"Centro","CS ITACORUBI","2015 Q4","Médico",2270
"Continente","CS JARDIM ATLÂNTICO","2015 Q4","Médico",742
"Centro","CS JOÃO PAULO","2015 Q4","Médico",1808
"Norte","CS JURERE","2015 Q4","Médico",632
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q4","Médico",2227
"Continente","CS MONTE CRISTO","2015 Q4","Médico",4631
"Centro","CS MONTE SERRAT","2015 Q4","Médico",1671
"Sul","CS MORRO DAS PEDRAS","2015 Q4","Médico",1265
"Continente","CS NOVO CONTINENTE","2015 Q4","Médico",1977
"Centro","CS PANTANAL","2015 Q4","Médico",1334
"Sul","CS PANTANO DO SUL","2015 Q4","Médico",938
"Norte","CS PONTA DAS CANAS","2015 Q4","Médico",1097
"Centro","CS PRAINHA","2015 Q4","Médico",1368
"Norte","CS RATONES","2015 Q4","Médico",862
"Sul","CS RIBEIRÃO DA ILHA","2015 Q4","Médico",576
"Sul","CS RIO TAVARES","2015 Q4","Médico",2271
"Norte","CS RIO VERMELHO","2015 Q4","Médico",3850
"Centro","CS SACO DOS LIMÕES","2015 Q4","Médico",1703
"Norte","CS SACO GRANDE","2015 Q4","Médico",5584
"Norte","CS SANTINHO","2015 Q4","Médico",1359
"Norte","CS SANTO ANTONIO LISBOA","2015 Q4","Médico",1583
"Continente","CS SAPE","2015 Q4","Médico",1189
"Sul","CS TAPERA","2015 Q4","Médico",3319
"Centro","CS TRINDADE","2015 Q4","Médico",2847
"Norte","CS VARGEM GRANDE","2015 Q4","Médico",112
"Norte","CS VARGEM PEQUENA","2015 Q4","Médico",630
"Continente","CS VILA APARECIDA","2015 Q4","Médico",699
"Continente","CS ABRAÃO","2016 Q1","Médico",1225
"Centro","CS AGRONÔMICA","2016 Q1","Médico",2313
"Sul","CS ALTO RIBEIRÃO","2016 Q1","Médico",1146
"Sul","CS ARMAÇÃO","2016 Q1","Médico",1792
"Continente","CS BALNEÁRIO","2016 Q1","Médico",1124
"Norte","CS BARRA DA LAGOA","2016 Q1","Médico",1261
"Norte","CS CACHOEIRA BOM JESUS","2016 Q1","Médico",1388
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q1","Médico",666
"Sul","CS CAMPECHE","2016 Q1","Médico",1659
"Norte","CS CANASVIEIRAS","2016 Q1","Médico",2875
"Sul","CS CANTO DA LAGOA","2016 Q1","Médico",492
"Continente","CS CAPOEIRAS","2016 Q1","Médico",2313
"Sul","CS CARIANOS","2016 Q1","Médico",1705
"Centro","CS CENTRO","2016 Q1","Médico",1690
"Continente","CS COLONINHA","2016 Q1","Médico",1838
"Continente","CS COQUEIROS","2016 Q1","Médico",1791
"Centro","CS CÓRREGO GRANDE","2016 Q1","Médico",1225
"Sul","CS COSTA DA LAGOA","2016 Q1","Médico",412
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q1","Médico",2762
"Continente","CS ESTREITO","2016 Q1","Médico",2539
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q1","Médico",1176
"Norte","CS INGLESES","2016 Q1","Médico",5399
"Centro","CS ITACORUBI","2016 Q1","Médico",2620
"Continente","CS JARDIM ATLÂNTICO","2016 Q1","Médico",614
"Centro","CS JOÃO PAULO","2016 Q1","Médico",1868
"Norte","CS JURERE","2016 Q1","Médico",695
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q1","Médico",2235
"Continente","CS MONTE CRISTO","2016 Q1","Médico",4893
"Centro","CS MONTE SERRAT","2016 Q1","Médico",2002
"Sul","CS MORRO DAS PEDRAS","2016 Q1","Médico",1488
"Continente","CS NOVO CONTINENTE","2016 Q1","Médico",1825
"Centro","CS PANTANAL","2016 Q1","Médico",1146
"Sul","CS PANTANO DO SUL","2016 Q1","Médico",1017
"Norte","CS PONTA DAS CANAS","2016 Q1","Médico",905
"Centro","CS PRAINHA","2016 Q1","Médico",1696
"Norte","CS RATONES","2016 Q1","Médico",972
"Sul","CS RIBEIRÃO DA ILHA","2016 Q1","Médico",562
"Sul","CS RIO TAVARES","2016 Q1","Médico",1854
"Norte","CS RIO VERMELHO","2016 Q1","Médico",4731
"Centro","CS SACO DOS LIMÕES","2016 Q1","Médico",2286
"Norte","CS SACO GRANDE","2016 Q1","Médico",6258
"Norte","CS SANTINHO","2016 Q1","Médico",1618
"Norte","CS SANTO ANTONIO LISBOA","2016 Q1","Médico",1629
"Continente","CS SAPE","2016 Q1","Médico",1209
"Sul","CS TAPERA","2016 Q1","Médico",3738
"Centro","CS TRINDADE","2016 Q1","Médico",2893
"Norte","CS VARGEM GRANDE","2016 Q1","Médico",628
"Norte","CS VARGEM PEQUENA","2016 Q1","Médico",661
"Continente","CS VILA APARECIDA","2016 Q1","Médico",641
"Continente","CS ABRAÃO","2016 Q2","Médico",1542
"Centro","CS AGRONÔMICA","2016 Q2","Médico",2895
"Sul","CS ALTO RIBEIRÃO","2016 Q2","Médico",1565
"Sul","CS ARMAÇÃO","2016 Q2","Médico",2118
"Continente","CS BALNEÁRIO","2016 Q2","Médico",1303
"Norte","CS BARRA DA LAGOA","2016 Q2","Médico",2031
"Norte","CS CACHOEIRA BOM JESUS","2016 Q2","Médico",1721
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q2","Médico",690
"Sul","CS CAMPECHE","2016 Q2","Médico",1766
"Norte","CS CANASVIEIRAS","2016 Q2","Médico",3206
"Sul","CS CANTO DA LAGOA","2016 Q2","Médico",589
"Continente","CS CAPOEIRAS","2016 Q2","Médico",2352
"Sul","CS CARIANOS","2016 Q2","Médico",1947
"Centro","CS CENTRO","2016 Q2","Médico",1747
"Continente","CS COLONINHA","2016 Q2","Médico",1937
"Continente","CS COQUEIROS","2016 Q2","Médico",2031
"Centro","CS CÓRREGO GRANDE","2016 Q2","Médico",1606
"Sul","CS COSTA DA LAGOA","2016 Q2","Médico",561
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2","Médico",2902
"Continente","CS ESTREITO","2016 Q2","Médico",3162
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2","Médico",1463
"Norte","CS INGLESES","2016 Q2","Médico",6461
"Centro","CS ITACORUBI","2016 Q2","Médico",2269
"Continente","CS JARDIM ATLÂNTICO","2016 Q2","Médico",798
"Centro","CS JOÃO PAULO","2016 Q2","Médico",2068
"Norte","CS JURERE","2016 Q2","Médico",856
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2","Médico",2569
"Continente","CS MONTE CRISTO","2016 Q2","Médico",5331
"Centro","CS MONTE SERRAT","2016 Q2","Médico",2071
"Sul","CS MORRO DAS PEDRAS","2016 Q2","Médico",1539
"Continente","CS NOVO CONTINENTE","2016 Q2","Médico",2621
"Centro","CS PANTANAL","2016 Q2","Médico",1529
"Sul","CS PANTANO DO SUL","2016 Q2","Médico",1098
"Norte","CS PONTA DAS CANAS","2016 Q2","Médico",1108
"Centro","CS PRAINHA","2016 Q2","Médico",1679
"Norte","CS RATONES","2016 Q2","Médico",880
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2","Médico",661
"Sul","CS RIO TAVARES","2016 Q2","Médico",2329
"Norte","CS RIO VERMELHO","2016 Q2","Médico",4363
"Centro","CS SACO DOS LIMÕES","2016 Q2","Médico",2554
"Norte","CS SACO GRANDE","2016 Q2","Médico",5964
"Norte","CS SANTINHO","2016 Q2","Médico",1703
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2","Médico",1987
"Continente","CS SAPE","2016 Q2","Médico",808
"Sul","CS TAPERA","2016 Q2","Médico",4644
"Centro","CS TRINDADE","2016 Q2","Médico",3191
"Norte","CS VARGEM GRANDE","2016 Q2","Médico",1167
"Norte","CS VARGEM PEQUENA","2016 Q2","Médico",552
"Continente","CS VILA APARECIDA","2016 Q2","Médico",1000
"Continente","CS ABRAÃO","2016 Q3","Médico",1505
"Centro","CS AGRONÔMICA","2016 Q3","Médico",2948
"Sul","CS ALTO RIBEIRÃO","2016 Q3","Médico",1163
"Sul","CS ARMAÇÃO","2016 Q3","Médico",2026
"Continente","CS BALNEÁRIO","2016 Q3","Médico",1070
"Norte","CS BARRA DA LAGOA","2016 Q3","Médico",1797
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3","Médico",1710
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3","Médico",725
"Sul","CS CAMPECHE","2016 Q3","Médico",1660
"Norte","CS CANASVIEIRAS","2016 Q3","Médico",3464
"Sul","CS CANTO DA LAGOA","2016 Q3","Médico",606
"Continente","CS CAPOEIRAS","2016 Q3","Médico",2269
"Sul","CS CARIANOS","2016 Q3","Médico",1635
"Centro","CS CENTRO","2016 Q3","Médico",1779
"Continente","CS COLONINHA","2016 Q3","Médico",1547
"Continente","CS COQUEIROS","2016 Q3","Médico",2025
"Centro","CS CÓRREGO GRANDE","2016 Q3","Médico",1348
"Sul","CS COSTA DA LAGOA","2016 Q3","Médico",540
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3","Médico",2597
"Continente","CS ESTREITO","2016 Q3","Médico",2681
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3","Médico",1490
"Norte","CS INGLESES","2016 Q3","Médico",6234
"Centro","CS ITACORUBI","2016 Q3","Médico",2710
"Continente","CS JARDIM ATLÂNTICO","2016 Q3","Médico",968
"Centro","CS JOÃO PAULO","2016 Q3","Médico",2017
"Norte","CS JURERE","2016 Q3","Médico",592
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3","Médico",2273
"Continente","CS MONTE CRISTO","2016 Q3","Médico",4958
"Centro","CS MONTE SERRAT","2016 Q3","Médico",2204
"Sul","CS MORRO DAS PEDRAS","2016 Q3","Médico",1431
"Continente","CS NOVO CONTINENTE","2016 Q3","Médico",2263
"Centro","CS PANTANAL","2016 Q3","Médico",1281
"Sul","CS PANTANO DO SUL","2016 Q3","Médico",1013
"Norte","CS PONTA DAS CANAS","2016 Q3","Médico",1205
"Centro","CS PRAINHA","2016 Q3","Médico",1785
"Norte","CS RATONES","2016 Q3","Médico",1099
"Sul","CS RIBEIRÃO DA ILHA","2016 Q3","Médico",593
"Sul","CS RIO TAVARES","2016 Q3","Médico",2079
"Norte","CS RIO VERMELHO","2016 Q3","Médico",4464
"Centro","CS SACO DOS LIMÕES","2016 Q3","Médico",2510
"Norte","CS SACO GRANDE","2016 Q3","Médico",5525
"Norte","CS SANTINHO","2016 Q3","Médico",1338
"Norte","CS SANTO ANTONIO LISBOA","2016 Q3","Médico",1493
"Continente","CS SAPE","2016 Q3","Médico",931
"Sul","CS TAPERA","2016 Q3","Médico",4101
"Centro","CS TRINDADE","2016 Q3","Médico",2920
"Norte","CS VARGEM GRANDE","2016 Q3","Médico",809
"Norte","CS VARGEM PEQUENA","2016 Q3","Médico",695
"Continente","CS VILA APARECIDA","2016 Q3","Médico",1019
"Continente","CS ABRAÃO","2016 Q4","Médico",1337
"Centro","CS AGRONÔMICA","2016 Q4","Médico",3229
"Sul","CS ALTO RIBEIRÃO","2016 Q4","Médico",1392
"Sul","CS ARMAÇÃO","2016 Q4","Médico",1686
"Continente","CS BALNEÁRIO","2016 Q4","Médico",1183
"Norte","CS BARRA DA LAGOA","2016 Q4","Médico",1656
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4","Médico",1513
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q4","Médico",484
"Sul","CS CAMPECHE","2016 Q4","Médico",1703
"Norte","CS CANASVIEIRAS","2016 Q4","Médico",3615
"Sul","CS CANTO DA LAGOA","2016 Q4","Médico",510
"Continente","CS CAPOEIRAS","2016 Q4","Médico",1975
"Sul","CS CARIANOS","2016 Q4","Médico",1653
"Centro","CS CENTRO","2016 Q4","Médico",1737
"Continente","CS COLONINHA","2016 Q4","Médico",1814
"Continente","CS COQUEIROS","2016 Q4","Médico",2130
"Centro","CS CÓRREGO GRANDE","2016 Q4","Médico",1281
"Sul","CS COSTA DA LAGOA","2016 Q4","Médico",437
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4","Médico",2176
"Continente","CS ESTREITO","2016 Q4","Médico",2632
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4","Médico",1461
"Norte","CS INGLESES","2016 Q4","Médico",5458
"Centro","CS ITACORUBI","2016 Q4","Médico",2443
"Continente","CS JARDIM ATLÂNTICO","2016 Q4","Médico",957
"Centro","CS JOÃO PAULO","2016 Q4","Médico",1614
"Norte","CS JURERE","2016 Q4","Médico",715
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4","Médico",2037
"Continente","CS MONTE CRISTO","2016 Q4","Médico",4656
"Centro","CS MONTE SERRAT","2016 Q4","Médico",1737
"Sul","CS MORRO DAS PEDRAS","2016 Q4","Médico",1295
"Continente","CS NOVO CONTINENTE","2016 Q4","Médico",2230
"Centro","CS PANTANAL","2016 Q4","Médico",1436
"Sul","CS PANTANO DO SUL","2016 Q4","Médico",616
"Norte","CS PONTA DAS CANAS","2016 Q4","Médico",1084
"Centro","CS PRAINHA","2016 Q4","Médico",1232
"Norte","CS RATONES","2016 Q4","Médico",914
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4","Médico",351
"Sul","CS RIO TAVARES","2016 Q4","Médico",1862
"Norte","CS RIO VERMELHO","2016 Q4","Médico",4093
"Centro","CS SACO DOS LIMÕES","2016 Q4","Médico",2365
"Norte","CS SACO GRANDE","2016 Q4","Médico",5001
"Norte","CS SANTINHO","2016 Q4","Médico",1759
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4","Médico",1428
"Continente","CS SAPE","2016 Q4","Médico",935
"Sul","CS TAPERA","2016 Q4","Médico",3471
"Centro","CS TRINDADE","2016 Q4","Médico",2731
"Norte","CS VARGEM GRANDE","2016 Q4","Médico",809
"Norte","CS VARGEM PEQUENA","2016 Q4","Médico",543
"Continente","CS VILA APARECIDA","2016 Q4","Médico",906
"Continente","CS ABRAÃO","2017 Q1","Médico",992
"Centro","CS AGRONÔMICA","2017 Q1","Médico",2452
"Sul","CS ALTO RIBEIRÃO","2017 Q1","Médico",930
"Sul","CS ARMAÇÃO","2017 Q1","Médico",1486
"Continente","CS BALNEÁRIO","2017 Q1","Médico",871
"Norte","CS BARRA DA LAGOA","2017 Q1","Médico",742
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1","Médico",1040
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q1","Médico",320
"Sul","CS CAMPECHE","2017 Q1","Médico",1374
"Norte","CS CANASVIEIRAS","2017 Q1","Médico",2385
"Sul","CS CANTO DA LAGOA","2017 Q1","Médico",339
"Continente","CS CAPOEIRAS","2017 Q1","Médico",1427
"Sul","CS CARIANOS","2017 Q1","Médico",1111
"Centro","CS CENTRO","2017 Q1","Médico",1264
"Continente","CS COLONINHA","2017 Q1","Médico",1387
"Continente","CS COQUEIROS","2017 Q1","Médico",1614
"Centro","CS CÓRREGO GRANDE","2017 Q1","Médico",910
"Sul","CS COSTA DA LAGOA","2017 Q1","Médico",219
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1","Médico",1501
"Continente","CS ESTREITO","2017 Q1","Médico",1865
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1","Médico",1049
"Norte","CS INGLESES","2017 Q1","Médico",3964
"Centro","CS ITACORUBI","2017 Q1","Médico",1430
"Continente","CS JARDIM ATLÂNTICO","2017 Q1","Médico",705
"Centro","CS JOÃO PAULO","2017 Q1","Médico",1458
"Norte","CS JURERE","2017 Q1","Médico",459
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1","Médico",1514
"Continente","CS MONTE CRISTO","2017 Q1","Médico",3003
"Centro","CS MONTE SERRAT","2017 Q1","Médico",1158
"Sul","CS MORRO DAS PEDRAS","2017 Q1","Médico",890
"Continente","CS NOVO CONTINENTE","2017 Q1","Médico",1564
"Centro","CS PANTANAL","2017 Q1","Médico",1005
"Sul","CS PANTANO DO SUL","2017 Q1","Médico",736
"Norte","CS PONTA DAS CANAS","2017 Q1","Médico",588
"Centro","CS PRAINHA","2017 Q1","Médico",1046
"Norte","CS RATONES","2017 Q1","Médico",592
"Sul","CS RIBEIRÃO DA ILHA","2017 Q1","Médico",325
"Sul","CS RIO TAVARES","2017 Q1","Médico",803
"Norte","CS RIO VERMELHO","2017 Q1","Médico",3434
"Centro","CS SACO DOS LIMÕES","2017 Q1","Médico",1808
"Norte","CS SACO GRANDE","2017 Q1","Médico",4447
"Norte","CS SANTINHO","2017 Q1","Médico",1008
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1","Médico",1117
"Continente","CS SAPE","2017 Q1","Médico",661
