"DISTRITO","UNIDADE","TRIMESTRE","PROCEDIMENTO","VALOR"
"Sul","CS CARIANOS","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS CENTRO","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS COQUEIROS","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS ESTREITO","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS INGLESES","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",16
"Centro","CS ITACORUBI","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",20
"Continente","CS JARDIM ATLÂNTICO","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS JOÃO PAULO","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",13
"Continente","CS MONTE CRISTO","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS MORRO DAS PEDRAS","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PANTANAL","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS PANTANO DO SUL","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",8
"Norte","CS PONTA DAS CANAS","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS PRAINHA","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RATONES","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS RIBEIRÃO DA ILHA","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",13
"Norte","CS RIO VERMELHO","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS SACO DOS LIMÕES","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS SACO GRANDE","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS SANTINHO","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",7
"Norte","CS SANTO ANTONIO LISBOA","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS TAPERA","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",15
"Centro","CS TRINDADE","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS VARGEM GRANDE","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Continente","CS ABRAÃO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS AGRONÔMICA","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS ALTO RIBEIRÃO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ARMAÇÃO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS CACHOEIRA BOM JESUS","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",35
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CAMPECHE","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS CANASVIEIRAS","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS CANTO DA LAGOA","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS CAPOEIRAS","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CARIANOS","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",21
"Centro","CS CENTRO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS COLONINHA","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS COQUEIROS","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS CÓRREGO GRANDE","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ESTREITO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Norte","CS INGLESES","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",17
"Centro","CS ITACORUBI","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",17
"Continente","CS JARDIM ATLÂNTICO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS MONTE CRISTO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",10
"Centro","CS MONTE SERRAT","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS MORRO DAS PEDRAS","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS NOVO CONTINENTE","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PANTANAL","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS PANTANO DO SUL","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Norte","CS PONTA DAS CANAS","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS RATONES","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS RIO TAVARES","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS RIO VERMELHO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS SACO DOS LIMÕES","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS SACO GRANDE","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS SANTINHO","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",28
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS SAPE","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",25
"Sul","CS TAPERA","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",22
"Centro","CS TRINDADE","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS VARGEM GRANDE","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS ABRAÃO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS AGRONÔMICA","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS ALTO RIBEIRÃO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ARMAÇÃO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",11
"Continente","CS BALNEÁRIO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",52
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS CAMPECHE","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS CANASVIEIRAS","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS CAPOEIRAS","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS CARIANOS","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",36
"Centro","CS CENTRO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS COLONINHA","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",14
"Continente","CS COQUEIROS","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",7
"Centro","CS CÓRREGO GRANDE","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS ESTREITO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",9
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",12
"Norte","CS INGLESES","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",28
"Centro","CS ITACORUBI","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",16
"Continente","CS JARDIM ATLÂNTICO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",31
"Centro","CS JOÃO PAULO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",7
"Continente","CS MONTE CRISTO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",14
"Centro","CS MONTE SERRAT","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS MORRO DAS PEDRAS","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS NOVO CONTINENTE","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",8
"Centro","CS PANTANAL","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS PANTANO DO SUL","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",9
"Norte","CS PONTA DAS CANAS","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",7
"Centro","CS PRAINHA","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS RATONES","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS RIBEIRÃO DA ILHA","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS RIO TAVARES","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS SACO GRANDE","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",13
"Norte","CS SANTINHO","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",31
"Continente","CS SAPE","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",12
"Sul","CS TAPERA","2016 Q3","TESTE RÁPIDO PARA SÍFILIS",19
"Centro","CS AGRONÔMICA","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS ARMAÇÃO","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",6
"Norte","CS BARRA DA LAGOA","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",44
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS CAMPECHE","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",8
"Norte","CS CANASVIEIRAS","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",17
"Sul","CS CANTO DA LAGOA","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS CAPOEIRAS","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",10
"Sul","CS CARIANOS","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",14
"Centro","CS CENTRO","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Continente","CS COLONINHA","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS COQUEIROS","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS CÓRREGO GRANDE","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",8
"Continente","CS ESTREITO","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",18
"Norte","CS INGLESES","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",22
"Centro","CS ITACORUBI","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",12
"Continente","CS JARDIM ATLÂNTICO","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",36
"Centro","CS JOÃO PAULO","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS JURERE","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",10
"Continente","CS MONTE CRISTO","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",16
"Centro","CS MONTE SERRAT","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",14
"Sul","CS MORRO DAS PEDRAS","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS NOVO CONTINENTE","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Centro","CS PANTANAL","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS PANTANO DO SUL","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS PONTA DAS CANAS","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",10
"Centro","CS PRAINHA","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS RATONES","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",23
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS RIO TAVARES","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS RIO VERMELHO","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS SACO DOS LIMÕES","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS SACO GRANDE","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS SANTINHO","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",22
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS SAPE","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS TAPERA","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",17
"Centro","CS TRINDADE","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS VARGEM GRANDE","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS VARGEM PEQUENA","2016 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS AGRONÔMICA","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS ALTO RIBEIRÃO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ARMAÇÃO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",8
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",19
"Sul","CS CAMPECHE","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS CANASVIEIRAS","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",7
"Continente","CS CAPOEIRAS","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS CARIANOS","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS CENTRO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS COLONINHA","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Continente","CS COQUEIROS","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS CÓRREGO GRANDE","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Continente","CS ESTREITO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",24
"Centro","CS ITACORUBI","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",22
"Continente","CS JARDIM ATLÂNTICO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",22
"Centro","CS JOÃO PAULO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",10
"Continente","CS MONTE CRISTO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Centro","CS MONTE SERRAT","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS MORRO DAS PEDRAS","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",8
"Continente","CS NOVO CONTINENTE","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS PANTANAL","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS PANTANO DO SUL","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS PONTA DAS CANAS","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS PRAINHA","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RATONES","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",11
"Norte","CS RIO VERMELHO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS SACO DOS LIMÕES","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS SACO GRANDE","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",14
"Norte","CS SANTINHO","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",17
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS SAPE","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS TAPERA","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",39
"Centro","CS TRINDADE","2017 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Continente","CS ABRAÃO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS AGRONÔMICA","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",9
"Sul","CS ALTO RIBEIRÃO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ARMAÇÃO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Continente","CS BALNEÁRIO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CACHOEIRA BOM JESUS","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",33
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CAMPECHE","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS CANASVIEIRAS","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS CANTO DA LAGOA","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS CAPOEIRAS","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS CARIANOS","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS CENTRO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS COLONINHA","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Continente","CS COQUEIROS","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",9
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Continente","CS ESTREITO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Norte","CS INGLESES","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",22
"Centro","CS ITACORUBI","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",37
"Continente","CS JARDIM ATLÂNTICO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",28
"Centro","CS JOÃO PAULO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Continente","CS MONTE CRISTO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",17
"Centro","CS MONTE SERRAT","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS MORRO DAS PEDRAS","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS NOVO CONTINENTE","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PANTANAL","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS PANTANO DO SUL","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",11
"Norte","CS PONTA DAS CANAS","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Centro","CS PRAINHA","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RATONES","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",12
"Sul","CS RIBEIRÃO DA ILHA","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS RIO TAVARES","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",9
"Centro","CS SACO DOS LIMÕES","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS SACO GRANDE","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS SANTINHO","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",35
"Norte","CS SANTO ANTONIO LISBOA","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS SAPE","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS TAPERA","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",21
"Centro","CS TRINDADE","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS VARGEM PEQUENA","2017 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ABRAÃO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS AGRONÔMICA","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",21
"Sul","CS ALTO RIBEIRÃO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS ARMAÇÃO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",20
"Continente","CS BALNEÁRIO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS BARRA DA LAGOA","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CACHOEIRA BOM JESUS","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",47
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS CAMPECHE","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",8
"Norte","CS CANASVIEIRAS","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",11
"Sul","CS CANTO DA LAGOA","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS CAPOEIRAS","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS CARIANOS","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",20
"Centro","CS CENTRO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS COLONINHA","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",16
"Continente","CS COQUEIROS","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS CÓRREGO GRANDE","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",6
"Continente","CS ESTREITO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",15
"Norte","CS INGLESES","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",19
"Centro","CS ITACORUBI","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",61
"Continente","CS JARDIM ATLÂNTICO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",26
"Norte","CS JURERE","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",13
"Continente","CS MONTE CRISTO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",25
"Centro","CS MONTE SERRAT","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS MORRO DAS PEDRAS","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS NOVO CONTINENTE","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS PANTANAL","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",12
"Sul","CS PANTANO DO SUL","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",14
"Norte","CS PONTA DAS CANAS","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS PRAINHA","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RATONES","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",34
"Sul","CS RIBEIRÃO DA ILHA","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS RIO TAVARES","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS RIO VERMELHO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",17
"Centro","CS SACO DOS LIMÕES","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS SACO GRANDE","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",11
"Norte","CS SANTINHO","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",21
"Norte","CS SANTO ANTONIO LISBOA","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS SAPE","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS TAPERA","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",22
"Centro","CS TRINDADE","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",12
"Norte","CS VARGEM PEQUENA","2017 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS ABRAÃO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Centro","CS AGRONÔMICA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",25
"Sul","CS ARMAÇÃO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS BALNEÁRIO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS BARRA DA LAGOA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS CACHOEIRA BOM JESUS","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",22
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS CAMPECHE","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",18
"Norte","CS CANASVIEIRAS","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",16
"Sul","CS CANTO DA LAGOA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS CAPOEIRAS","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",7
